0.6899996, -0.02683547, -0.0002840982, 6.215101, 0, 0.00179503257636338135056, 53235.96, -1089.531, -3.95279, 0.004901078, 0.07899523, 313.9659, 1.286566, 1.192726, 1.571966
 
0.6999996, -0.02600474, -0.0005524529, 6.206862, 0, 0.001818876217602483539292, 53137.88, -1089.25, -3.95279, 0.004901078, 0.07899523, 313.7224, 1.286262, 1.192726, 1.571966
 
0.7099996, -0.02483499, -0.0008125002, 6.198266, 0, 0.0018185973806821866190140669, 53040.13, -1088.902, -3.95279, 0.004901078, 0.07899523, 313.4794, 1.285958, 1.192726, 1.571966
 
0.7199996, -0.02334994, -0.00106085, 6.189308, 0, 0.0017944967494475048848370096, 52942.71, -1088.487, -3.95279, 0.004901078, 0.07899523, 313.2371, 1.285656, 1.192726, 1.571966
 
0.7299996, -0.02160733, -0.00129435, 6.179986, 0, 0.001749183625890633469446, 52845.61, -1088.004, -3.95279, 0.004901078, 0.07899523, 312.9954, 1.285356, 1.192726, 1.571966
 
0.7399996, -0.01964063, -0.001510423, 6.170299, 0, 0.00168389115718205360718, 52748.85, -1087.453, -3.95279, 0.004901078, 0.07899523, 312.7543, 1.285056, 1.192726, 1.571966
 
0.7499996, -0.01750118, -0.001706829, 6.160237, 0, 0.001601144363112975843128, 52652.31, -1086.833, -3.95279, 0.004901078, 0.07899523, 312.5136, 1.284758, 1.192726, 1.571966
 
0.7599996, -0.01522044, -0.001881841, 6.149803, 0, 0.001502349595110415960808, 52556.1, -1086.143, -3.95279, 0.004901078, 0.07899523, 312.2734, 1.28446, 1.192726, 1.571966
 
0.7699996, -0.01285605, -0.002034045, 6.138993, 0, 0.001390769384711271829148, 52460.21, -1085.382, -3.95279, 0.004901078, 0.07899523, 312.0338, 1.284163, 1.192726, 1.571966
 
0.7799996, -0.01043243, -0.002162606, 6.127811, 0, 0.0012676631044637794725, 52364.65, -1084.551, -3.95279, 0.004901078, 0.07899523, 311.7949, 1.283867, 1.192726, 1.571966
 
0.7899995, -0.007988534, -0.00226693, 6.116252, 0, 0.001135367511657872730875, 52269.42, -1083.649, -3.95279, 0.004901078, 0.07899523, 311.5565, 1.283571, 1.192726, 1.571966
 
0.7999995, -0.00555881, -0.002346815, 6.104317, 0, 0.000996071891522240538590, 52174.51, -1082.675, -3.95279, 0.004901078, 0.07899523, 311.3188, 1.283277, 1.192726, 1.571966
 
0.8099995, -0.003192451, -0.002402403, 6.092001, 0, 0.0008531078259387456557774475, 52079.92, -1081.629, -3.95279, 0.004901078, 0.07899523, 311.0817, 1.282983, 1.192726, 1.571966
 
0.8199995, -0.0009038718, -0.002434328, 6.079306, 0, 0.0007076248215120684085415555, 51985.66, -1080.51, -3.95279, 0.004901078, 0.07899523, 310.8452, 1.28269, 1.192726, 1.571966
 
0.8299995, 0.001278911, -0.002443367, 6.066223, 0, 0.0005617715085607883052901, 51891.61, -1079.318, -3.95279, 0.004901078, 0.07899523, 310.609, 1.282397, 1.192726, 1.571966
 
0.8399995, 0.003313495, -0.002430578, 6.052747, 0, 0.0004188110878862960704345592, 51797.88, -1078.05, -3.95279, 0.004901078, 0.07899523, 310.3734, 1.282105, 1.192726, 1.571966
 
0.8499995, 0.005209253, -0.002397442, 6.038884, 0, 0.0002785813191736441070691, 51704.48, -1076.708, -3.95279, 0.004901078, 0.07899523, 310.1384, 1.281813, 1.192726, 1.571966
 
0.8599995, 0.00692755, -0.00234535, 6.024636, 0, 0.0001442490545741074899420, 51611.39, -1075.292, -3.95279, 0.004901078, 0.07899523, 309.9041, 1.281522, 1.192726, 1.571966
 
0.8699995, 0.008463851, -0.002276074, 6.009996, 0, 0.0000167497038465471478512, 51518.53, -1073.801, -3.95279, 0.004901078, 0.07899523, 309.67, 1.281232, 1.192726, 1.571966
 
0.8799995, 0.009796248, -0.002191436, 5.994955, 0, -0.0001017308717828785198278, 51425.98, -1072.232, -3.95279, 0.004901078, 0.07899523, 309.4365, 1.280938, 1.192726, 1.571966
 
0.8899994, 0.01093808, -0.002093473, 5.979517, 0, -0.0002114105657087126781792, 51333.65, -1070.588, -3.95279, 0.004901078, 0.07899523, 309.2034, 1.280645, 1.192726, 1.571966
 
0.8999994, 0.01187003, -0.001984092, 5.963674, 0, -0.0003102170349768546033017917, 51241.63, -1068.864, -3.95279, 0.004901078, 0.07899523, 308.9708, 1.280353, 1.192726, 1.571966
 
0.9099994, 0.01259251, -0.001865392, 5.947433, 0, -0.000397399773052310341144, 51149.83, -1067.064, -3.95279, 0.004901078, 0.07899523, 308.7386, 1.280061, 1.192726, 1.571966
 
0.9199994, 0.01311573, -0.001739467, 5.930784, 0, -0.0004729137129527808415296, 51058.34, -1065.184, -3.95279, 0.004901078, 0.07899523, 308.507, 1.27977, 1.192726, 1.571966
 
0.9299994, 0.01344009, -0.00160831, 5.913733, 0, -0.0005360317644485941894365152, 50967.07, -1063.225, -3.95279, 0.004901078, 0.07899523, 308.2757, 1.279481, 1.192726, 1.571966
 
0.9399994, 0.01357668, -0.001473909, 5.896268, 0, -0.0005868050144955355955213960, 50876.11, -1061.186, -3.95279, 0.004901078, 0.07899523, 308.045, 1.279191, 1.192726, 1.571966
 
0.9499994, 0.01353939, -0.001338142, 5.878402, 0, -0.0006255221127940086591433135, 50785.36, -1059.068, -3.95279, 0.004901078, 0.07899523, 307.8145, 1.278903, 1.192726, 1.571966
 
0.9599994, 0.0133384, -0.001202748, 5.860114, 0, -0.0006522596470685068897768, 50694.83, -1056.868, -3.95279, 0.004901078, 0.07899523, 307.5844, 1.278615, 1.192726, 1.571966
 
0.9699994, 0.01297001, -0.001069364, 5.841412, 0, -0.0006660968960633509781176, 50604.61, -1054.586, -3.95279, 0.004901078, 0.07899523, 307.3549, 1.278328, 1.192726, 1.571966
 
0.9799994, 0.01246147, -0.0009396642, 5.8223, 0, -0.0006683951987595544656662848, 50514.6, -1052.223, -3.95279, 0.004901078, 0.07899523, 307.1258, 1.278042, 1.192726, 1.571966
 
0.9899994, 0.01183346, -0.0008150495, 5.802765, 0, -0.0006601420775903378022918762, 50424.8, -1049.778, -3.95279, 0.004901078, 0.07899523, 306.8969, 1.277756, 1.192726, 1.571966
 
0.9999993, 0.01108191, -0.0006967149, 5.782805, 0, -0.0006405430462710466147846, 50335.31, -1047.247, -3.95279, 0.004901078, 0.07899523, 306.6686, 1.277471, 1.192726, 1.571966
 
1.009999, 0.01024345, -0.0005858958, 5.762435, 0, -0.0006118589135102572609860989, 50246.04, -1044.635, -3.95279, 0.004901078, 0.07899523, 306.4407, 1.277186, 1.192726, 1.571966
 
1.019999, 0.00932382, -0.0004834613, 5.741638, 0, -0.0005741635248248826801105, 50156.96, -1041.939, -3.95279, 0.004901078, 0.07899523, 306.213, 1.276902, 1.192726, 1.571966
 
1.029999, 0.008342399, -0.0003902231, 5.720408, 0, -0.000528593339167293210756, 50068.11, -1039.156, -3.95279, 0.004901078, 0.07899523, 305.9857, 1.276618, 1.192726, 1.571966
 
1.039999, 0.007303264, -0.0003067992, 5.69874, 0, -0.00047519294460585231330, 49979.45, -1036.287, -3.95279, 0.004901078, 0.07899523, 305.7586, 1.276335, 1.192726, 1.571966
 
1.049999, 0.006239104, -0.0002337665, 5.676641, 0, -0.0004162296762636087867696, 49891.01, -1033.332, -3.95279, 0.004901078, 0.07899523, 305.5319, 1.276052, 1.192726, 1.571966
 
1.059999, 0.005151815, -0.0001713755, 5.654103, 0, -0.0003517285298290517974416, 49802.77, -1030.288, -3.95279, 0.004901078, 0.07899523, 305.3054, 1.275769, 1.192726, 1.571966
 
1.069999, 0.004056321, -0.0001198573, 5.631126, 0, -0.0002827365684114386095245, 49714.74, -1027.157, -3.95279, 0.004901078, 0.07899523, 305.0793, 1.275487, 1.192726, 1.571966
 
1.079999, 0.002967922, -7.929413E-05, 5.607708, 0, -0.0002103979846102342067002, 49626.91, -1023.937, -3.95279, 0.004901078, 0.07899523, 304.8534, 1.275205, 1.192726, 1.571966
 
1.089999, 0.001899636, -4.961491E-05, 5.583847, 0, -0.000135745861467748120290, 49539.33, -1020.627, -3.95279, 0.004901078, 0.07899523, 304.628, 1.274924, 1.192726, 1.571966
 
1.099999, 0.0008655767, -3.061855E-05, 5.559549, 0, -0.0000599595712806768684745880, 49451.93, -1017.23, -3.95279, 0.004901078, 0.07899523, 304.4028, 1.274642, 1.192726, 1.571966
 
1.109999, -0.0001238655, -2.196278E-05, 5.534807, 0, 0.0000160130559369995556794723, 49364.74, -1013.742, -3.95279, 0.004901078, 0.07899523, 304.1779, 1.274361, 1.192726, 1.571966
 
1.119999, -0.00105759, -2.320144E-05, 5.509614, 0, 0.0000911192561271425653632, 49277.75, -1010.163, -3.95279, 0.004901078, 0.07899523, 303.9534, 1.27408, 1.192726, 1.571966
 
1.129999, -0.001939507, -3.377734E-05, 5.483972, 0, 0.0001654606648334749450603724, 49190.94, -1006.492, -3.95279, 0.004901078, 0.07899523, 303.729, 1.273799, 1.192726, 1.571966
 
1.139999, -0.002746025, -5.317241E-05, 5.457879, 0, 0.0002369301575277698520072, 49104.33, -1002.73, -3.95279, 0.004901078, 0.07899523, 303.5049, 1.273519, 1.192726, 1.571966
 
1.149999, -0.003481938, -8.063266E-05, 5.431324, 0, 0.0003056193646048870914734, 49017.9, -998.8734, -3.95279, 0.004901078, 0.07899523, 303.2811, 1.273239, 1.192726, 1.571966
 
1.159999, -0.004150826, -0.000115452, 5.40431, 0, 0.0003715379561897425798112, 48931.66, -994.9229, -3.95279, 0.004901078, 0.07899523, 303.0575, 1.272959, 1.192726, 1.571966
 
1.169999, -0.004743865, -0.0001569603, 5.376838, 0, 0.0004336918215739317557817735, 48845.6, -990.8785, -3.95279, 0.004901078, 0.07899523, 302.8342, 1.27268, 1.192726, 1.571966
 
1.179999, -0.005252795, -0.000204399, 5.348902, 0, 0.0004910903473287865730391, 48759.72, -986.7391, -3.95279, 0.004901078, 0.07899523, 302.6111, 1.272401, 1.192726, 1.571966
 
1.189999, -0.005682899, -0.0002569269, 5.320498, 0, 0.0005438268449626070451921287, 48674.02, -982.5032, -3.95279, 0.004901078, 0.07899523, 302.3882, 1.272122, 1.192726, 1.571966
 
1.199999, -0.006048108, -0.0003137559, 5.307807, 0, 0.0005915760516243169404758, 48588.48, -981.1622, -3.95279, 0.004901078, 0.07899523, 302.1656, 1.272035, 1.192726, 1.571966
 
1.209999, -0.006343427, -0.000374237, 5.302388, 0, 0.0006341601160185605142119568, 48503.13, -981.1622, -3.95279, 0.004901078, 0.07899523, 301.9431, 1.272035, 1.192726, 1.571966
 
1.219999, -0.006562497, -0.0004376712, 5.296973, 0, 0.0006713198482607824277701, 48417.95, -981.1622, -3.95279, 0.004901078, 0.07899523, 301.7209, 1.272035, 1.192726, 1.571966
 
1.229999, -0.006710793, -0.0005032962, 5.291566, 0, 0.0007032668216421974566383, 48332.93, -981.1622, -3.95279, 0.004901078, 0.07899523, 301.4989, 1.272035, 1.192726, 1.571966
 
1.239999, -0.006777519, -0.0005704041, 5.286168, 0, 0.0007288669354827501640771, 48248.1, -981.1622, -3.95279, 0.004901078, 0.07899523, 301.2771, 1.272035, 1.192726, 1.571966
 
1.249999, -0.006767889, -0.0006381793, 5.280774, 0, 0.0007482930947687308226727432, 48163.42, -981.1622, -3.95279, 0.004901078, 0.07899523, 301.0555, 1.272035, 1.192726, 1.571966
 
1.259999, -0.006696153, -0.0007058582, 5.27539, 0, 0.0007624945385469861027735432, 48078.93, -981.1622, -3.95279, 0.004901078, 0.07899523, 300.8341, 1.272035, 1.192726, 1.571966
 
1.269999, -0.006554265, -0.0007728197, 5.270011, 0, 0.0007705907996901784043099432, 47994.61, -981.1622, -3.95279, 0.004901078, 0.07899523, 300.613, 1.272035, 1.192726, 1.571966
 
1.279999, -0.006345436, -0.0008383623, 5.26464, 0, 0.0007726229208728356098004, 47910.45, -981.1622, -3.95279, 0.004901078, 0.07899523, 300.392, 1.272035, 1.192726, 1.571966
 
1.289999, -0.006084925, -0.0009018167, 5.259276, 0, 0.0007696607251979645063056, 47826.47, -981.1622, -3.95279, 0.004901078, 0.07899523, 300.1713, 1.272035, 1.192726, 1.571966
 
1.299999, -0.005775013, -0.0009626659, 5.253919, 0, 0.0007617270235735151311805, 47742.66, -981.1622, -3.95279, 0.004901078, 0.07899523, 299.9508, 1.272035, 1.192726, 1.571966
 
1.309999, -0.005418452, -0.001020416, 5.248568, 0, 0.0007488916903048843529478432, 47659, -981.1622, -3.95279, 0.004901078, 0.07899523, 299.7305, 1.272035, 1.192726, 1.571966
 
1.319999, -0.005017318, -0.001074601, 5.243226, 0, 0.0007311754163271626240118, 47575.54, -981.1622, -3.95279, 0.004901078, 0.07899523, 299.5104, 1.272035, 1.192726, 1.571966
 
1.329999, -0.004585709, -0.001124774, 5.237889, 0, 0.0007096303017702664756012432, 47492.23, -981.1622, -3.95279, 0.004901078, 0.07899523, 299.2906, 1.272035, 1.192726, 1.571966
 
1.339999, -0.004125417, -0.001170631, 5.23256, 0, 0.0006843062083958100643928, 47409.08, -981.1622, -3.95279, 0.004901078, 0.07899523, 299.0709, 1.272035, 1.192726, 1.571966
 
1.349999, -0.003637373, -0.001211885, 5.227238, 0, 0.0006551851588339610358671, 47326.11, -981.1622, -3.95279, 0.004901078, 0.07899523, 298.8514, 1.272035, 1.192726, 1.571966
 
1.359999, -0.003135526, -0.001248259, 5.221923, 0, 0.0006233669102044770254091, 47243.3, -981.1622, -3.95279, 0.004901078, 0.07899523, 298.6322, 1.272035, 1.192726, 1.571966
 
1.369999, -0.002620505, -0.001279614, 5.216615, 0, 0.0005888562960454740198761, 47160.66, -981.1622, -3.95279, 0.004901078, 0.07899523, 298.4131, 1.272035, 1.192726, 1.571966
 
1.379999, -0.002104483, -0.001305819, 5.211313, 0, 0.000552652332366503618669, 47078.18, -981.1622, -3.95279, 0.004901078, 0.07899523, 298.1943, 1.272035, 1.192726, 1.571966
 
1.389999, -0.001587669, -0.001326864, 5.206019, 0, 0.000514765873428598213327, 46995.88, -981.1622, -3.95279, 0.004901078, 0.07899523, 297.9757, 1.272035, 1.192726, 1.571966
 
1.399999, -0.001071075, -0.001342741, 5.200731, 0, 0.0004752781565916721092763, 46913.73, -981.1622, -3.95279, 0.004901078, 0.07899523, 297.7573, 1.272035, 1.192726, 1.571966
 
